nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota
X6 Kedai Kopi Oma Rica,4.9,32,Manado restaurant,-5.1521473,119.4208845,"Bank BPRS, Jalan Lanto Daeng Pasewang, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya Selatan,Mamajang,Makassar
kopistory,5.0,1,Coffee shop,-5.1627622,119.4217271,"Pengurus Keluarga Berencana Indonesia Sulsel, Jalan Andi Djemma, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
OSKY Coffee & Co. Makassar,5.0,1,Cafe,-5.1627681,119.4216,"Jalan Andi Djemma, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Kedai Kita,4.4,441,Coffee shop,-5.1623345,119.4200603,"Kedai Kita, Jalan Landak Lama, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Starbucks,4.5,819,Coffee shop,-5.1537557,119.416714,"Starbucks, Jalan Sam Ratulangi, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Microlab coffee,5.0,25,Coffee shop,-5.1580112,119.4198227,"Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Kopi Titik Senja Cendrawasih,0.0,0,Coffee shop,-5.1676078,119.4115235,"Tamparang Keke, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Tamparang Keke,Mamajang,Makassar
Excelso,4.5,43,Coffee shop,-5.1531734,119.4173528,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Makop Indonesia,5.0,3,Coffee shop,-5.1613291,119.4209568,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Daily Coffee 2.0,5.0,6,Coffee shop,-5.1620175,119.4185837,"Jalan Landak Lama, Labuang Baji, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Labuang Baji,Mamajang,Makassar
Kopi SOS,5.0,4,Coffee shop,-5.1563223,119.4201416,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
KOHI Coffee,5.0,6,Cafe,-5.159238,119.4186082,"Lorong 2, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Coffee Toffee,4.2,17,Coffee shop,-5.15318,119.4173729,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
March Coffee,4.6,21,Coffee shop,-5.160463,119.4193739,"Jalan Macan, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Teras Kopi,5.0,1,Coffee shop,-5.1633134,119.417987,"Ratulangi Komputer & Elektronik, Jalan Dokter Ratulangi, Parang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Parang,Mamajang,Makassar
ADNAN COFFEE,5.0,1,Coffee shop,-5.1565018,119.417522,"Jalan Kancil Utara, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Bonto Biraeng,Mamajang,Makassar
Warkop Dottoro 75,4.5,99,Coffee shop,-5.1607465,119.4219545,"Jalan Veteran Selatan, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Mamajang Dalam,Mamajang,Makassar
Takkala Kopi,5.0,1,Coffee shop,-5.155336,119.4164442,"Jalan Sam Ratulangi, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Debar Kopi,5.0,5,Coffee shop,-5.1659349,119.4194826,"Jalan Dokter Ratulangi, Bonto Lebang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Lebang,Mamajang,Makassar
KML Coffee,5.0,4,Coffee shop,-5.1585565,119.4187427,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Warung kopi dan makan 77,4.8,5,Coffee shop,-5.1549263,119.418498,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
merchant gara gara coffee,0.0,0,Espresso bar,-5.155136,119.416647,"Sentral Baby Kids, Jalan Sam Ratulangi, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Warkop Daeng Uki,4.8,82,Coffee shop,-5.1598433,119.4192908,"Jalan Tupai VIII, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Kedai Kopi #CoffeeLounge,3.6,5,Coffee shop,-5.1552352,119.4161105,"Jalan Sam Ratulangi, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar
Kopi Kuno,4.9,12,Restaurant,-5.1618538,119.4199741,"Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
left.,5.0,3,Coffee shop,-5.1634635,119.4203304,"Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Kopi Kita Serigala,5.0,1,Coffee shop,-5.1610656,119.4210544,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Moko Kopi,5.0,2,Coffee shop,-5.1595015,119.4185437,"Jalan Badak, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Warkop 83S,5.0,14,Coffee shop,-5.1646281,119.4206025,"Jalan Veteran Selatan, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
warkop pojok t11,4.5,73,Cafe,-5.1572834,119.4210319,"Jalan Onta Lama, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mandala,Mamajang,Makassar
Anekapisangdaeng Cab.Beruang,5.0,3,Coffee shop,-5.1568605,119.4199836,"Jalan Beruang, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Luar,Mamajang,Makassar
Warkop 383,4.9,30,Coffee shop,-5.1650929,119.4208479,"Jalan Veteran Selatan, Bonto Lebang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Lebang,Mamajang,Makassar
cushy prime,4.6,173,Cafe,-5.1585223,119.4184332,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Sudut Kopi Bang Amran,5.0,4,Coffee shop,-5.1521741,119.4226772,"Jalan Lembu, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Maricaya Selatan,Mamajang,Makassar
Delicate Society,4.5,560,Cafe,-5.1604722,119.4209978,"Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
PONDOK IDAMAN9,5.0,8,Coffee shop,-5.156323,119.4201448,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
kopikir saya nda capek,0.0,0,Coffee shop,-5.1668904,119.412366,"Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar
Warkop Serigala,4.4,31,Coffee shop,-5.1603797,119.4210174,"Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Lobi kopi,4.9,21,Coffee shop,-5.1666506,119.4945804,"Jalan Nipa-Nipa III, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
Teteskopi,4.6,107,Coffee shop,-5.1500756,119.4753722,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar
Wam’s Coffee,4.9,43,Coffee shop,-5.1657571,119.4664693,"Jalan Inspeksi Kanal Puri Borong Raya, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Hop.in Coffee,4.8,39,Coffee shop,-5.1596898,119.4594282,"Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bonto Bila,Manggala,Makassar
Sumber Djaya Coffee,4.8,12,Coffee shop,-5.1714881,119.4642703,"Puri Taman Sari, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
LABN COFFEE,4.8,19,Coffee shop,-5.1758588,119.4774251,"Komp. Pesona Prima Griya, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar
Kedai Kopi Enteng,4.4,36,Coffee shop,-5.1701372,119.4983191,"Jalan Manggala Raya, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
warkop manggala,4.5,113,Coffee shop,-5.1678384,119.4969281,"Warkop Manggala, Jalan Roman Tangaya Raya, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
Coffee Camp,4.8,12,Coffee shop,-5.168373,119.4797297,"Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Biring Romang,Manggala,Makassar
Interferon Class Cafe,4.8,38,Coffee shop,-5.1503811,119.4703415,"Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar
Sensey Coffee,4.7,100,Coffee shop,-5.17197,119.4799287,"Jalan Ekonomi 2, Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar
CAFE DOMINO MAKASSAR,4.8,61,Coffee shop,-5.1511068,119.4769739,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar
Coffeeteria,4.6,34,Cafe,-5.1647113,119.496362,"Jalan AMD, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Manggala,Manggala,Makassar
LAPAK KOPI MAKASSAR,4.8,39,Cafe,-5.1506695,119.4726529,"Jalan Inspeksi PAM Lorong 1, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar
Zeeya Coffee,4.7,52,Coffee shop,-5.1569465,119.4809312,"Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar
TEMU KOPI TODDOPULI,4.8,63,Coffee shop,-5.1652692,119.4591234,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
LaRussa Cafe,4.6,53,Coffee shop,-5.1665287,119.4534406,"Jalan Toddopuli V, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Toko Kopi Rakyat,4.8,28,Coffee shop,-5.1759297,119.477525,"Komp. Pesona Prima Griya, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar
Coffeeinheima,5.0,22,Coffee shop,-5.1654495,119.4578772,"Jalan Toddopuli XX, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Broome Coffee,5.0,15,Coffee shop,-5.1707248,119.4793304,"BTN Makkioʼ Bajiʼ, Biring Romang, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar
NIPA KOPI,4.5,26,Cafe,-5.1620977,119.4991281,"Putu Asuhan, 67, Jalan Nipa Nipa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Manggala,Manggala,Makassar
Tentang Kita coklat manggala,5.0,2,Coffee shop,-5.167817,119.4913398,"Jalan Bitowa Raya, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
URBAE COFFEE - Antang Raya,4.8,6,Coffee shop,-5.1621861,119.4763529,"Universitas Mega Rezky (Unimerz), Jalan Muhammad Paleo Raya, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar
Kungai Coffee,5.0,18,Coffee shop,-5.1638509,119.474018,"Jalan Borong Raya, Ujung Bori, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
Lemena Kopi,4.5,32,Coffee shop,-5.1490714,119.4733178,"Jalan Dokter Leimena, Pandang, Tello Baru, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tello Baru,Panakkukang,Makassar
Komi Kopi,5.0,31,Coffee shop,-5.1630313,119.4547721,"BWK shoes, Jalan Toddopuli Raya Timur, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar
Ruang Kopi,4.9,33,Cafe,-5.1689668,119.4896895,"Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
Warung Kopi OGI,4.2,614,Coffee shop,-5.1498394,119.4647674,"Jalan Abdullah Daeng Sirua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Bonto Bila,Manggala,Makassar
Kopi Aka,4.6,28,Coffee shop,-5.1573727,119.4585298,"Batua, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar
Kedai Kopi Panacea,4.8,18,Coffee shop,-5.1560326,119.4587416,"Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bonto Bila,Manggala,Makassar
T4 Minum Kopi LaFeGa,4.5,19,Coffee shop,-5.1542105,119.4588282,"Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bonto Bila,Manggala,Makassar
Marami Coffee,4.2,110,Coffee shop,-5.160062,119.4766171,"Jalan Beverly Hills Makassar, Pannaraʼ, Ujung Bori, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bitoa,Manggala,Makassar
Kedai kopi waduk 99,4.6,18,Coffee shop,-5.1661613,119.4746185,"Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
TEMAN LAWAS COFFEE HOUSE,4.8,30,Cafe,-5.1639025,119.4550612,"Jalan Toddopuli VII, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Coffee AJB,4.8,39,Cafe,-5.1675801,119.4892065,"Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
Calaveras Kopi,4.6,14,Coffee shop,-5.1499274,119.4701382,"Bumi Tirta Nusantara III, Paccinang, Tello Baru, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tello Baru,Panakkukang,Makassar
Warkop Waduk,4.6,338,Coffee shop,-5.1681226,119.4694877,"Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
Cafe Kopi Tiga,4.9,18,Cafe,-5.1639596,119.4524516,"Jalan Toddopuli Raya Timur, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar
REDcarpet coffee,5.0,13,Coffee shop,-5.1638371,119.4554166,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Kopi Mei,4.8,4,Coffee shop,-5.1612081,119.4773667,"Jalan Muhammad Paleo Raya, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar
Pertigaan.kopi,4.3,10,Coffee shop,-5.1627513,119.4563541,"Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Kopi Kenangan - Ruko Tamangapa Makassar,4.0,88,Coffee shop,-5.1706042,119.4799655,"Jalan Sastra Raya, Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar
Point Coffee,4.5,71,Coffee shop,-5.1511731,119.4604928,"Indomart, Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Bonto Bila,Manggala,Makassar
MANNA CAFE,4.8,100,Coffee shop,-5.17833,119.44258,"Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Coffee Aroma Doloe,5.0,4,Cafe,-5.1499413,119.464381,"EZ Laundry, 353a, Jalan Abdullah Daeng Sirua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Bonto Bila,Manggala,Makassar
Rumah Waduk,4.7,80,Coffee shop,-5.172578,119.470215,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar
BARCOFFEE,4.6,91,Coffee shop,-5.1668646,119.463396,"Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Kopi Justitia,5.0,13,Coffee shop,-5.1507545,119.4767043,"Lorong 6, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar
Kopi Mei,4.9,7,Restaurant,-5.1686915,119.4988419,"Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
WARKOP GOODGAME,4.8,65,Coffee shop,-5.1686945,119.4917615,"Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar
Cirkel Coffee,5.0,3,Coffee shop,-5.1536651,119.4776273,"Jalan Inspeksi Pam, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
MARBO Food & Drink,5.0,7,Coffee shop,-5.1642651,119.4564882,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
"""ROTO"" Kopi Original Toraja",5.0,1,Coffee shop,-5.1724113,119.4836264,"Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar
Kopi Puri,4.7,22,Cafe,-5.1676711,119.4650487,"Jalan Toddopuli X, Puri Taman Sari, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
MANNERS COFFEE AND SOCIETY,4.9,76,Coffee shop,-5.1785402,119.4707236,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar
KEDAI KOPI KONA,4.5,2,Coffee shop,-5.1679557,119.4927655,"Jalan Lasuloro 4, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar
Es buah dan sob buah - Manggala,5.0,4,Coffee shop,-5.1663421,119.461142,"Jalan Toddopuli X, Perumnas Toddppuli, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
NAF.SPACE,4.4,27,Coffee shop,-5.1495929,119.4741222,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar
Anabanua Coffee,4.7,195,Cafe,-5.1654983,119.4713548,"Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
Teras Kopi,4.8,5,Cafe,-5.1689734,119.472614,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar
Just coffee,5.0,2,Coffee shop,-5.1669539,119.4538851,"Jalan Toddopuli VI Setapak 1, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Manna Efabul Coffee and Pastry,0.0,0,Coffee shop,-5.175473,119.4704903,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar
WARKOP DOSE,4.6,103,Coffee shop,-5.1630973,119.4539688,"Jalan Toddopuli Raya Timur, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar
Terminal Kopi Pakem,4.0,4,Coffee shop,-5.1642903,119.4516121,"Ud Galleria... Natural Stone ., 60, Jalan Toddopuli Raya, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar
Kedai kopi all,4.5,10,Coffee shop,-5.1650878,119.4545994,"Ambeso Coffee Shop, 23, Jalan Toddopuli VII, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Kanopi Kopi,5.0,4,Coffee shop,-5.1671368,119.4779086,"Kompleks Panakkukang Mas II Antang, Ujung Bori, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
Kopi Dilema,3.3,3,Cafe,-5.1774545,119.4731173,"Perumahan Bumi Husada Indah, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar
Coffee Shop Incho,4.9,7,Coffee shop,-5.1610862,119.4768872,"Jalan Antang Raya, Pannaraʼ, Ujung Bori, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar
Kopi rakyat,5.0,1,Coffee shop,-5.1718172,119.4706187,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar
Kopi king - Batua raya,5.0,1,Coffee shop,-5.152956,119.4591613,"Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Bonto Bila,Manggala,Makassar
Jurnal Warung Kopi Jl. Kabila Barat No.19,5.0,2,Cafe,-5.155169,119.4865414,"Jalan Kabila Barat, Bukit Baruga, Bukit Batu, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar
Kopi Arua,5.0,1,Coffee shop,-5.1622196,119.4764096,"Universitas Mega Rezky (Unimerz), Jalan Muhammad Paleo Raya, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar
GADDE CEMILAN ZIDAN,5.0,3,Coffee shop,-5.1523217,119.4700192,"Allaʼ-Allaʼ, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Allaʼ-Allaʼ,Manggala,Makassar
Ambeso Coffee Shop,4.6,219,Coffee shop,-5.1651493,119.4545626,"Ambeso Coffee Shop, 23, Jalan Toddopuli VII, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Shelter Mula Kopi,4.7,3,Coffee shop,-5.170149,119.4713392,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar
Tongkonan Coffee Roasters,4.8,18,Coffee shop,-5.1606998,119.4640094,"Jalan Borong Raya Baru I, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Batua,Manggala,Makassar
Kopi Kita,5.0,3,Cafe,-5.163818,119.4553941,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Warung Kopi Tower,4.4,114,Coffee shop,-5.1566942,119.4839186,"Bukit Baruga, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar
"KOPI DISKUSI ""Ada Diskusi Ada Kopi""",5.0,2,Coffee shop,-5.1626894,119.4557195,"Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Syarat Kopi,5.0,4,Cafe,-5.1624285,119.4574918,"RS Hermina Makassar, 7, Jalan Toddopuli Raya Timur, Paropo, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Paropo,Panakkukang,Makassar
KOPI SINI,5.0,4,Coffee shop,-5.1703547,119.4799357,"Jalan Sastra Raya, Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar
Tongkonan - Rumah Kopi Sulawesi,5.0,3,Coffee shop,-5.1612087,119.4650988,"Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Batua,Manggala,Makassar
