,nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota,bayesian_rating
374,Sunday coffee makassar,4.8,21,Cafe,-5.1262648,119.4885304,"Jalan Sahabat Raya, Damai Sahabat Sejati, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.519339539861357
755,Yaz ice cooffee.tempat ngopinya para petualang,4.8,21,Coffee shop,-5.1229758,119.4151208,"Jalan Muhammadiyah, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar,4.519339539861357
601,Orion Cafe,4.8,21,Coffee shop,-5.1422396,119.4183046,"Jalan Sungai Limboto, Lajangiru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Lajangiru,Ujung Pandang,Makassar,4.519339539861357
491,Pabrik/Toko Kopi Sejati,4.8,21,Coffee wholesaler,-5.1674841,119.420168,"TUGU VETRAN SELATAN UJUNG, Jalan Veteran Selatan, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar,4.519339539861357
1278,Kedai Kopi Matahari,4.6,73,Coffee shop,-5.1625725,119.4080581,"Mattoangin, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mattoangin,Mariso,Makassar,4.519308020055357
1265,Warkop HB,4.6,72,Coffee shop,-5.1487237,119.4126692,"Jalan Haji Bau, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.518855824910157
419,Warkop Q-Ta,4.6,72,Coffee shop,-5.1312351,119.4985429,"Jalan Perintis Kemerdekaan, Bontoramba, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.518855824910157
973,Kopi Sore,5.0,12,Cafe,-5.2148481,119.3934038,"Bontoa, Barombong, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90255, Indonesia",Barombong,Tamalate,Makassar,4.518276226925704
1275,SKI Coffee,5.0,12,Coffee shop,-5.150939,119.4100093,"Jalan Ampera, Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Panambungan,Mariso,Makassar,4.518276226925704
960,Mo Ka' Kopi KHAS,5.0,12,Cafe,-5.130862,119.4234659,"Baraya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Baraya,Bontoala,Makassar,4.518276226925704
1104,Kopi Karyo,5.0,12,Coffee shop,-5.1593836,119.4185405,"Jalan Badak, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.518276226925704
662,Kopi Hokage,5.0,12,Coffee shop,-5.1138981,119.423107,"Indomaret, Jalan Barukang Raya, Patingalloang Baru, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang Baru,Ujung Tanah,Makassar,4.518276226925704
609,Garasi Kopi A-24,5.0,12,Coffee shop,-5.1479455,119.417695,"Hotel Breeze Place, 26A, Jalan Monginsidi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Mangkura,Ujung Pandang,Makassar,4.518276226925704
373,KopiTau,4.9,15,Coffee shop,-5.1387062,119.4878179,"Cafe Danau, Lorong 2, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.517824757836442
1103,Nolimit Coffee Tupai,4.9,15,Coffee shop,-5.1611446,119.4202559,"Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.517824757836442
461,Tempat Baru Kedai Kopi,4.7,31,Coffee shop,-5.1754572,119.4171944,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar,4.517204901881518
375,Kandora Coffee,4.8,20,Coffee store,-5.0936909,119.4827927,"Cluster Alamanda, Bira, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90243, Indonesia",Bira,Tamalanrea,Makassar,4.517119915713149
855,Kopi Wim 23,4.8,20,Coffee shop,-5.0977664,119.5127769,"Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.517119915713149
32,Nawa coffee,4.8,20,Coffee shop,-5.1580661,119.4448879,"Jalan Bougenville, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.517119915713149
177,Duolis Coffe,4.6,68,Cafe,-5.175883,119.445926,"Jalan Monumen Emmy Saelan III, Jipang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar,4.51699520047642
1094,Warkop Dg. Udjang,4.6,68,Coffee shop,-5.1571932,119.4206991,"Jalan Onta Lama, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.51699520047642
446,MOOVS from Tastea - Tamalate,4.6,67,Coffee shop,-5.1684774,119.4468312,"Jalan Tamalate Raya, Panakkukang Permai, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.5165166350449715
1151,LABN COFFEE,4.8,19,Coffee shop,-5.1758588,119.4774251,"Komp. Pesona Prima Griya, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar,4.5148649035706345
615,TIMUR KOPI,4.8,19,Cafe,-5.1474978,119.4109063,"Jalan H.A. Dg. Tompo, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar,4.5148649035706345
1066,Ara Kopi,4.8,19,Cafe,-5.1465759,119.4244527,"Jalan Sungai Saddang Lama, Maradekaya Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maradekaya Selatan,Makassar,Makassar,4.5148649035706345
470,Beranda Kopi,4.8,19,Coffee shop,-5.188087,119.435311,"Jalan Daeng Tata Lama, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.5148649035706345
404,kopikan.,4.8,19,Cafe,-5.1430731,119.4743558,"Yuscorp Bisnis Indonesia, AE 5, Puri Asri Raya, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.5148649035706345
619,Jokka Coffee - Kopi Tamasya,4.9,14,Cafe,-5.1376206,119.4055803,"Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.5146517317992
875,BW Coffee Daya,4.9,14,Coffee shop,-5.1190464,119.5108639,"Bank Mandiri, Jalan Perintis Kemerdekaan, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Berua,Biringkanaya,Makassar,4.5146517317992
265,WARKOP JS,4.9,14,Coffee shop,-5.1225216,119.4237571,"Jalan Kandea III, Bunga Eja Beru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Bunga Eja Beru,Tallo,Makassar,4.5146517317992
1260,TOKO KOPI RAMOEH,4.9,14,Coffee shop,-5.1573004,119.4092702,"Jalan Rajawali 1 Lorong 13B, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.5146517317992
275,Warkop Cmp,4.7,29,Coffee shop,-5.1217597,119.4202564,"Jalan Bungaejaya, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Layang,Bontoala,Makassar,4.51450572440568
390,Cerita teman lama coffeshop,5.0,11,Coffee shop,-5.1354393,119.5171698,"Bumi Tamalanrea Permai, Laniang, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.514174531523422
85,Kopi simore,5.0,11,Coffee shop,-5.1581153,119.453109,"Jalan Meranti, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Paropo,Panakkukang,Makassar,4.514174531523422
227,Adiva Rong,5.0,11,Coffee shop,-5.1144358,119.4214486,"Jalan Barukang III, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar,4.514174531523422
863,SAHABAT KOPI,5.0,11,Cafe,-5.1130298,119.5107277,"Wisma Zairah Daya, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.514174531523422
1289,Aroma mangasa,5.0,11,Coffee shop,-5.1601052,119.4133664,"Jalan Opu Daeng Risadju, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.514174531523422
239,Korban Kopi Mks,5.0,11,Coffee shop,-5.1250202,119.4353208,"Jalan Korban 40.000 JIWA, Wala-Walaya, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Wala-Walaya,Tallo,Makassar,4.514174531523422
801,Warkop salemo,4.6,62,Coffee shop,-5.1202523,119.4148953,"Jalan Salemo, Malimongan Tua, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan Tua,Wajo,Makassar,4.514038575558535
753,Teras Kopi,4.6,60,Coffee shop,-5.1317189,119.4121458,"Jalan Samalona, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.513005664930646
1175,Kedai Kopi Panacea,4.8,18,Coffee shop,-5.1560326,119.4587416,"Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bonto Bila,Manggala,Makassar,4.512573650334451
1221,Tongkonan Coffee Roasters,4.8,18,Coffee shop,-5.1606998,119.4640094,"Jalan Borong Raya Baru I, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Batua,Manggala,Makassar,4.512573650334451
1046,Sana Sini Kopi,4.6,58,Coffee shop,-5.1403591,119.4287012,"Jalan Kerung-Kerung lr. 12, Bara-Baraya Utara, Makassar, Sulawesi Selatan, Sulawesi, 90143, Indonesia",Bara-Baraya Utara,Makassar,Makassar,4.5119476295403596
629,Turkish Coffee Makassar,4.9,13,Restaurant,-5.1398453,119.4099508,"Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.51142557628775
579,ULU Kopi,4.9,13,Coffee shop,-5.1465644,119.4117199,"Jalan Jambu, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar,4.51142557628775
1058,Kedai Kopi 147,4.6,57,Coffee shop,-5.1581635,119.4170083,"Rumah Makan Ratulangi, Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.51140890183442
963,Kopi Bronx,4.7,26,Cafe,-5.1300591,119.4301979,"Jalan Lorong 1 A. Tadee, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",Kalukuang,Tallo,Makassar,4.510304111159306
1062,KEDAI KOPI GUNSSING,4.8,17,Coffee shop,-5.1377978,119.4211024,"Jalan Bulu Dua, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar,4.510245275262181
67,Amaly coffee,4.8,17,Coffee shop,-5.1387248,119.4391701,"Jalan Andi Pangeran Pettarani, Sinrijala, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Sinrijala,Panakkukang,Makassar,4.510245275262181
261,Warkop Ilham,4.8,17,Coffee shop,-5.123001,119.4344767,"Jalan A.R. Hakim, Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar,4.510245275262181
702,Warkop Fizah & Cafe,4.8,17,Cafe,-5.117723,119.4189111,"Bengkel KS MOTOR, 12, Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar,4.510245275262181
886,Coffee Coffee Dulu,5.0,10,Cafe,-5.1089948,119.5188213,"Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.5100023875135085
29,Kopi TEMULAGI,5.0,10,Coffee shop,-5.1612522,119.4499805,"Jalan Pengayoman, Kompleks Pertokoan Toddoppuli Panakkukang Mas, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.5100023875135085
1337,Kopi Doeloe Cafe,5.0,10,Cafe,-5.1613653,119.4093644,"DPD RI Makassar, Jalan Nuri, Kampung Buyang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Kampung Buyang,Mariso,Makassar,4.5100023875135085
210,Anko Kopi,5.0,10,Coffee shop,-5.1772162,119.4433351,"Warung Bakso Ibu Joko 2, Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Gunung Sari,Rappocini,Makassar,4.5100023875135085
593,ALADIN COFFEE ( biji kopi arabika robusta ),5.0,10,Coffee shop,-5.1317498,119.404793,"Gereja Segala Bangsa Misgabiel, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.5100023875135085
1162,LaRussa Cafe,4.6,53,Coffee shop,-5.1665287,119.4534406,"Jalan Toddopuli V, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.509186415661541
122,Eskopi Talasalapang,4.7,25,Coffee shop,-5.182674,119.4469884,"Universitas Teknologi Sulawesi, Jalan Tala' Salapang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar,4.508860953688437
1131,Kopi Kuno,4.9,12,Restaurant,-5.1618538,119.4199741,"Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.508144945627973
400,KOPI MAMORU,4.9,12,Coffee shop,-5.1288992,119.4989227,"BINTANG PERINTIS, Jalan Perintis Kemerdekaan, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.508144945627973
401,KOPI KOMANDO,4.9,12,Coffee shop,-5.1365913,119.4985951,"Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.508144945627973
873,KOPI IDE,4.9,12,Cafe,-5.1179087,119.5097856,"Jalan Perintis 13, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.508144945627973
406,Koun Kopi,4.9,12,Cafe,-5.1325255,119.5007966,"Jalan Tamalanrea Selatan I, Bumi Tamalanrea Permai, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.508144945627973
607,KOPI SAAP,4.9,12,Coffee shop,-5.1402136,119.4104498,"Fore Coffee, 53, Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.508144945627973
267,Warkop KOPKITT,4.6,51,Coffee shop,-5.1164547,119.4233169,"Jalan Barukang Raya, Pannampu, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Pannampu,Tallo,Makassar,4.508032824727267
240,Warkop Trapung,4.8,16,Coffee shop,-5.1093181,119.4413311,"Buloa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Buloa,Tallo,Makassar,4.507878868839567
813,Warkop Onthe,4.8,16,Coffee shop,-5.12056,119.414812,"Jalan Salemo, Malimongan, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan,Wajo,Makassar,4.507878868839567
56,KOPI PATONRO,4.8,16,Coffee shop,-5.148998,119.4384144,"RS Sandi Karsa Makassar, Abdullah Daeng Sirua, Masale, Tamamaung, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.507878868839567
919,WARKOP ARR,4.7,24,Coffee shop,-5.0817877,119.5222801,"Jalan Citra Sudiang Indah, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.507395669542746
574,Toko Kopi Oma - Sunu,4.7,24,Coffee shop,-5.1223561,119.4298692,"Lembo, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Lembo,Tallo,Makassar,4.507395669542746
892,Kopi Canda Tawa,5.0,9,Coffee shop,-5.1124791,119.5198834,"Jalan Griya Daya Permai, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.505757964190838
422,KAIA Coffee Roastery - Tempat Kopi / Toko Kopi,5.0,9,Coffee store,-5.1348405,119.4802565,"BTN Asal Mula, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.505757964190838
97,AWM COFFEE HOUSE,5.0,9,Coffee shop,-5.1637398,119.4485196,"Perumnas Toddppuli, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.505757964190838
521,Rays Kopi,5.0,9,Coffee shop,-5.1691346,119.4475518,"Jalan Setapak 19, Panakkukang Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.505757964190838
1098,Kedai Kopi Karyo,5.0,9,Coffee shop,-5.158295,119.4182444,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.505757964190838
235,KEDAI PANDAI KOPI,5.0,9,Coffee shop,-5.1283764,119.4313387,"La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",La'latang,Tallo,Makassar,4.505757964190838
234,Sudut Kopi 96,5.0,9,Coffee shop,-5.1283719,119.4291427,"Jalan Datuk Ribandang, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",Kalukuang,Tallo,Makassar,4.505757964190838
541,Mooka Kopi Toddopuli,5.0,9,Bar,-5.1657109,119.4500325,"Jalan Toddopuli Raya, Kassiʼ-Kassiʼ, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar,4.505757964190838
917,Kopi Padu Rasa - Goa Ria,5.0,9,Coffee shop,-5.0883849,119.5284055,"Jalan Goa Ria, Bakung, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Bakung,Biringkanaya,Makassar,4.505757964190838
951,Kopi Tua Makassar Kota,4.9,11,Coffee stand,-5.1572109,119.4218899,"Jalan Serigala, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mandala,Mamajang,Makassar,4.504808448314126
173,KOPI HOKI,4.9,11,Coffee shop,-5.1777903,119.4429602,"Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar,4.504808448314126
305,Warkop Putra,4.7,22,Coffee shop,-5.1204926,119.4375474,"Jalan Insinyur Juanda 2, Wala-Walaya, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Wala-Walaya,Tallo,Makassar,4.504396654038458
1199,Kopi Puri,4.7,22,Cafe,-5.1676711,119.4650487,"Jalan Toddopuli X, Puri Taman Sari, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.504396654038458
110,Toko Kopi AbadiJaya,4.6,45,Cafe,-5.1629107,119.4332213,"Come On Cup Coffee and More, Jalan R.S.I Faisal IV, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.504389238523904
1280,GARASI KOPI,4.6,44,Coffee shop,-5.1501414,119.4098541,"Jalan Rajawali, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.503753718983743
172,Squid Spot Coffee,4.6,44,Coffee shop,-5.1589655,119.4253684,"Jalan Wijaya Kusuma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.503753718983743
618,Warunk Kopi Rotterdam,4.6,44,Coffee shop,-5.1354824,119.4064496,"Jalan Wage Rudolf Supratman, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.503753718983743
28,GAUL COFFEE PANAKKUKANG MAKASSAR,4.6,42,Cafe,-5.1545843,119.4397581,"Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.502456992839116
975,Berdua Kopi,4.6,41,Coffee shop,-5.1605231,119.4199617,"Labuang Baji, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Labuang Baji,Mamajang,Makassar,4.501795437805641
908,Mambadrink Daya,5.0,8,Coffee shop,-5.1127236,119.5103649,"Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.501439366864811
474,InTea Coffee,5.0,8,Coffee shop,-5.1737104,119.4528866,"Jalan Tamalate 2, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.501439366864811
525,Kopi 99,5.0,8,Cafe,-5.1784175,119.4354757,"Jalan Mannuruki II Lorong .7A, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.501439366864811
1288,Kedai R99,5.0,8,Coffee shop,-5.1631445,119.4129361,"Jalan Opu Daeng Risadju, Pa'batang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Pa'batang,Mamajang,Makassar,4.501439366864811
829,Warkop D'Siama Cabang Tarakan,5.0,8,Coffee shop,-5.1199625,119.4170821,"Jalan Tarakan, Malimongan Tua, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan Tua,Wajo,Makassar,4.501439366864811
1237,Kubu Kopi,5.0,8,Coffee shop,-5.164136,119.456199,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.501439366864811
1142,PONDOK IDAMAN9,5.0,8,Coffee shop,-5.156323,119.4201448,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.501439366864811
524,Toko Kopi Sapa - Kedai kopi makassar,5.0,8,Coffee shop,-5.1716884,119.4456149,"Jalan Tamalate Raya, Perumnas Tamalate, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar,4.501439366864811
796,GIRDER COFFEE,5.0,8,Coffee shop,-5.1282559,119.4078992,"Harmoni Inn Hotel makassar, Jalan Timor, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar,4.501439366864811
894,Point Coffee PK Batu Tambung,5.0,8,Coffee shop,-5.0881577,119.5189846,"Indomaret, Lorong Garden, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.501439366864811
284,KOPI WANS,5.0,8,Coffee shop,-5.1151074,119.4236938,"Jalan Barukang Raya, Pannampu, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Pannampu,Tallo,Makassar,4.501439366864811
779,Warung Kopi Sija Cendrawasih,4.9,10,Coffee shop,-5.1495718,119.4132775,"Bank BRI, Jalan Opu Daeng Risadju, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar,4.501414645040894
81,Warkop Panakukang,4.9,10,Coffee shop,-5.1565249,119.4467882,"BCA, Jalan Boulevard, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.501414645040894
201,MAKO (markas kopi ),4.7,20,Coffee shop,-5.169711,119.4583037,"Jalan Borong Indah, Puri Taman Sari, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.501302766784429
1263,Kopi TAWA,4.6,40,Coffee shop,-5.1589024,119.4166774,"Indomaret Ratulangi, Jalan Sam Ratulangi, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.501124847914561
